Run,Assay Type,AvgSpotLen,BioProject,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,facs_sorting,GEO_Accession,Instrument,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,passage,Platform,ReleaseDate,sample_acc,Sample Name,source_name,SRA Study
SRR2978707,RNA-Seq,51,PRJNA305280,SAMN04322432,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468295,not sorted,GSM1966018,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,123,76,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193485,GSM1966018,H9 cells differentiated for 24 hours,SRP067036
SRR2978708,RNA-Seq,51,PRJNA305280,SAMN04322433,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468296,not sorted,GSM1966019,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,147,91,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193484,GSM1966019,H9 cells differentiated for 24 hours,SRP067036
SRR2978709,RNA-Seq,51,PRJNA305280,SAMN04322434,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468297,not sorted,GSM1966020,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,121,75,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193483,GSM1966020,H9 cells differentiated for 24 hours,SRP067036
SRR2978710,RNA-Seq,51,PRJNA305280,SAMN04322435,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468298,not sorted,GSM1966021,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,92,57,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193482,GSM1966021,H9 cells differentiated for 24 hours,SRP067036
SRR2978711,RNA-Seq,51,PRJNA305280,SAMN04322436,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468299,not sorted,GSM1966022,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,75,46,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193481,GSM1966022,H9 cells differentiated for 24 hours,SRP067036
SRR2978712,RNA-Seq,51,PRJNA305280,SAMN04322437,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468300,not sorted,GSM1966023,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,94,58,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193480,GSM1966023,H9 cells differentiated for 24 hours,SRP067036
SRR2978713,RNA-Seq,51,PRJNA305280,SAMN04322439,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468301,not sorted,GSM1966024,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,113,69,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193479,GSM1966024,H9 cells differentiated for 24 hours,SRP067036
SRR2978714,RNA-Seq,51,PRJNA305280,SAMN04322440,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468302,not sorted,GSM1966025,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,138,85,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193478,GSM1966025,H9 cells differentiated for 24 hours,SRP067036
SRR2978715,RNA-Seq,51,PRJNA305280,SAMN04322441,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468303,not sorted,GSM1966026,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,47,33,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193477,GSM1966026,H9 cells differentiated for 24 hours,SRP067036
SRR2978716,RNA-Seq,51,PRJNA305280,SAMN04322442,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468304,not sorted,GSM1966027,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,77,52,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193476,GSM1966027,H9 cells differentiated for 24 hours,SRP067036
SRR2978717,RNA-Seq,51,PRJNA305280,SAMN04322443,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468305,not sorted,GSM1966028,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,138,86,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193475,GSM1966028,H9 cells differentiated for 24 hours,SRP067036
SRR2978718,RNA-Seq,51,PRJNA305280,SAMN04322444,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468306,not sorted,GSM1966029,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,119,74,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193474,GSM1966029,H9 cells differentiated for 24 hours,SRP067036
SRR2978719,RNA-Seq,51,PRJNA305280,SAMN04322445,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468307,not sorted,GSM1966030,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,131,81,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193473,GSM1966030,H9 cells differentiated for 24 hours,SRP067036
SRR2978720,RNA-Seq,51,PRJNA305280,SAMN04322446,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468308,not sorted,GSM1966031,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,27,19,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193472,GSM1966031,H9 cells differentiated for 24 hours,SRP067036
SRR2978721,RNA-Seq,51,PRJNA305280,SAMN04322447,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468309,not sorted,GSM1966032,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,130,81,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193471,GSM1966032,H9 cells differentiated for 24 hours,SRP067036
SRR2978722,RNA-Seq,51,PRJNA305280,SAMN04322448,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468310,not sorted,GSM1966033,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,93,58,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193470,GSM1966033,H9 cells differentiated for 24 hours,SRP067036
SRR2978723,RNA-Seq,51,PRJNA305280,SAMN04322449,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468311,not sorted,GSM1966034,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,100,62,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193469,GSM1966034,H9 cells differentiated for 24 hours,SRP067036
SRR2978724,RNA-Seq,51,PRJNA305280,SAMN04322450,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468312,not sorted,GSM1966035,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,46,31,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193468,GSM1966035,H9 cells differentiated for 24 hours,SRP067036
SRR2978725,RNA-Seq,51,PRJNA305280,SAMN04322451,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468313,not sorted,GSM1966036,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,120,75,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193467,GSM1966036,H9 cells differentiated for 24 hours,SRP067036
SRR2978726,RNA-Seq,51,PRJNA305280,SAMN04322452,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468314,not sorted,GSM1966037,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,132,82,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193466,GSM1966037,H9 cells differentiated for 24 hours,SRP067036
SRR2978727,RNA-Seq,51,PRJNA305280,SAMN04322453,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468315,not sorted,GSM1966038,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,140,87,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193465,GSM1966038,H9 cells differentiated for 36 hours,SRP067036
SRR2978728,RNA-Seq,51,PRJNA305280,SAMN04322454,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468316,not sorted,GSM1966039,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,80,51,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193463,GSM1966039,H9 cells differentiated for 36 hours,SRP067036
SRR2978729,RNA-Seq,51,PRJNA305280,SAMN04322455,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468317,not sorted,GSM1966040,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,93,58,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193464,GSM1966040,H9 cells differentiated for 36 hours,SRP067036
SRR2978730,RNA-Seq,51,PRJNA305280,SAMN04322456,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468318,not sorted,GSM1966041,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,74,46,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193462,GSM1966041,H9 cells differentiated for 36 hours,SRP067036
SRR2978731,RNA-Seq,51,PRJNA305280,SAMN04322457,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468319,not sorted,GSM1966042,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,78,49,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193461,GSM1966042,H9 cells differentiated for 36 hours,SRP067036
SRR2978732,RNA-Seq,51,PRJNA305280,SAMN04322458,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468320,not sorted,GSM1966043,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,83,52,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193460,GSM1966043,H9 cells differentiated for 36 hours,SRP067036
SRR2978733,RNA-Seq,51,PRJNA305280,SAMN04322459,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468321,not sorted,GSM1966044,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,77,48,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193459,GSM1966044,H9 cells differentiated for 36 hours,SRP067036
SRR2978734,RNA-Seq,51,PRJNA305280,SAMN04322460,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468322,not sorted,GSM1966045,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,78,49,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193458,GSM1966045,H9 cells differentiated for 36 hours,SRP067036
SRR2978735,RNA-Seq,51,PRJNA305280,SAMN04322461,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468323,not sorted,GSM1966046,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,64,40,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193457,GSM1966046,H9 cells differentiated for 36 hours,SRP067036
SRR2978736,RNA-Seq,51,PRJNA305280,SAMN04322403,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468324,not sorted,GSM1966047,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,99,62,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193455,GSM1966047,H9 cells differentiated for 36 hours,SRP067036
SRR2978737,RNA-Seq,51,PRJNA305280,SAMN04322404,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468325,not sorted,GSM1966048,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,152,94,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193456,GSM1966048,H9 cells differentiated for 36 hours,SRP067036
SRR2978738,RNA-Seq,51,PRJNA305280,SAMN04322405,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468326,not sorted,GSM1966049,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,192,119,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193454,GSM1966049,H9 cells differentiated for 36 hours,SRP067036
SRR2978739,RNA-Seq,51,PRJNA305280,SAMN04322406,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468327,not sorted,GSM1966050,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,168,104,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193452,GSM1966050,H9 cells differentiated for 36 hours,SRP067036
SRR2978740,RNA-Seq,51,PRJNA305280,SAMN04322407,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468328,not sorted,GSM1966051,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,120,75,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193453,GSM1966051,H9 cells differentiated for 36 hours,SRP067036
SRR2978741,RNA-Seq,51,PRJNA305280,SAMN04322408,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468329,not sorted,GSM1966052,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,113,70,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193451,GSM1966052,H9 cells differentiated for 36 hours,SRP067036
SRR2978742,RNA-Seq,51,PRJNA305280,SAMN04322409,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468330,not sorted,GSM1966053,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,87,55,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193450,GSM1966053,H9 cells differentiated for 36 hours,SRP067036
SRR2978743,RNA-Seq,51,PRJNA305280,SAMN04322410,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468331,not sorted,GSM1966054,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,95,59,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193449,GSM1966054,H9 cells differentiated for 36 hours,SRP067036
SRR2978744,RNA-Seq,51,PRJNA305280,SAMN04322411,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468332,not sorted,GSM1966055,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,88,56,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193448,GSM1966055,H9 cells differentiated for 36 hours,SRP067036
SRR2978745,RNA-Seq,51,PRJNA305280,SAMN04322412,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468333,not sorted,GSM1966056,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,135,84,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193446,GSM1966056,H9 cells differentiated for 36 hours,SRP067036
SRR2978746,RNA-Seq,51,PRJNA305280,SAMN04322413,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468334,not sorted,GSM1966057,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,59,39,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193447,GSM1966057,H9 cells differentiated for 36 hours,SRP067036
SRR2978747,RNA-Seq,51,PRJNA305280,SAMN04322414,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468335,not sorted,GSM1966058,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,46,32,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193445,GSM1966058,H9 cells differentiated for 36 hours,SRP067036
SRR2978748,RNA-Seq,51,PRJNA305280,SAMN04322415,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468336,not sorted,GSM1966059,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,128,86,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193444,GSM1966059,H9 cells differentiated for 36 hours,SRP067036
SRR2978749,RNA-Seq,51,PRJNA305280,SAMN04322416,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468337,not sorted,GSM1966060,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,122,76,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193443,GSM1966060,H9 cells differentiated for 36 hours,SRP067036
SRR2978750,RNA-Seq,51,PRJNA305280,SAMN04322417,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468338,not sorted,GSM1966061,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,182,112,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193442,GSM1966061,H9 cells differentiated for 36 hours,SRP067036
SRR2978751,RNA-Seq,51,PRJNA305280,SAMN04322418,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468339,not sorted,GSM1966062,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,85,55,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193441,GSM1966062,H9 cells differentiated for 36 hours,SRP067036
SRR2978752,RNA-Seq,51,PRJNA305280,SAMN04322419,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468340,not sorted,GSM1966063,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,115,72,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193440,GSM1966063,H9 cells differentiated for 36 hours,SRP067036
SRR2978753,RNA-Seq,51,PRJNA305280,SAMN04322420,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468341,not sorted,GSM1966064,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,101,63,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193439,GSM1966064,H9 cells differentiated for 36 hours,SRP067036
SRR2978754,RNA-Seq,51,PRJNA305280,SAMN04322421,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468342,not sorted,GSM1966065,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,100,63,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193438,GSM1966065,H9 cells differentiated for 36 hours,SRP067036
SRR2978755,RNA-Seq,51,PRJNA305280,SAMN04322422,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468343,not sorted,GSM1966066,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,106,66,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193437,GSM1966066,H9 cells differentiated for 36 hours,SRP067036
SRR2978756,RNA-Seq,51,PRJNA305280,SAMN04322423,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468344,not sorted,GSM1966067,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,134,83,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193436,GSM1966067,H9 cells differentiated for 36 hours,SRP067036
SRR2978757,RNA-Seq,51,PRJNA305280,SAMN04322424,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468345,not sorted,GSM1966068,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,96,59,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193435,GSM1966068,H9 cells differentiated for 36 hours,SRP067036
SRR2978758,RNA-Seq,51,PRJNA305280,SAMN04322425,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468346,not sorted,GSM1966069,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,71,46,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193434,GSM1966069,H9 cells differentiated for 36 hours,SRP067036
SRR2978759,RNA-Seq,51,PRJNA305280,SAMN04322426,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468347,not sorted,GSM1966070,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,118,73,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193433,GSM1966070,H9 cells differentiated for 36 hours,SRP067036
SRR2978760,RNA-Seq,51,PRJNA305280,SAMN04322427,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468348,not sorted,GSM1966071,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,139,88,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193432,GSM1966071,H9 cells differentiated for 36 hours,SRP067036
SRR2978761,RNA-Seq,51,PRJNA305280,SAMN04322428,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468349,not sorted,GSM1966072,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,164,101,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193326,GSM1966072,H9 cells differentiated for 36 hours,SRP067036
SRR2978762,RNA-Seq,51,PRJNA305280,SAMN04322429,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468350,not sorted,GSM1966073,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,99,62,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193431,GSM1966073,H9 cells differentiated for 36 hours,SRP067036
SRR2978763,RNA-Seq,51,PRJNA305280,SAMN04322430,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468351,not sorted,GSM1966074,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,68,43,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193429,GSM1966074,H9 cells differentiated for 36 hours,SRP067036
SRR2978764,RNA-Seq,51,PRJNA305280,SAMN04322431,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468352,not sorted,GSM1966075,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,81,51,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193430,GSM1966075,H9 cells differentiated for 36 hours,SRP067036
SRR2978765,RNA-Seq,51,PRJNA305280,SAMN04323094,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468353,not sorted,GSM1966076,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,98,61,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193428,GSM1966076,H9 cells differentiated for 36 hours,SRP067036
SRR2978766,RNA-Seq,51,PRJNA305280,SAMN04322854,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468354,not sorted,GSM1966077,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,116,72,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193427,GSM1966077,H9 cells differentiated for 36 hours,SRP067036
SRR2978767,RNA-Seq,51,PRJNA305280,SAMN04322855,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468355,not sorted,GSM1966078,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,85,53,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193426,GSM1966078,H9 cells differentiated for 36 hours,SRP067036
SRR2978768,RNA-Seq,51,PRJNA305280,SAMN04322856,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468356,not sorted,GSM1966079,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,107,67,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193327,GSM1966079,H9 cells differentiated for 36 hours,SRP067036
SRR2978769,RNA-Seq,51,PRJNA305280,SAMN04322857,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468357,not sorted,GSM1966080,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,95,60,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193424,GSM1966080,H9 cells differentiated for 36 hours,SRP067036
SRR2978770,RNA-Seq,51,PRJNA305280,SAMN04322858,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468358,not sorted,GSM1966081,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,93,58,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193425,GSM1966081,H9 cells differentiated for 36 hours,SRP067036
SRR2978771,RNA-Seq,51,PRJNA305280,SAMN04322859,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468359,not sorted,GSM1966082,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,113,71,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193328,GSM1966082,H9 cells differentiated for 36 hours,SRP067036
